Valores Confirmados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fecha;ALAMEDA;;CONCORDIA;;CUPRUM;;EL LIBERTADOR;;HABITAT;;INVIERTA;;PLANVITAL;;PROVIDA;;SAN CRISTOBAL;;SANTA MARIA;;SUMMA;;;;;;;;;;;;;;;;;;;;;;;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;;;;;;;;;;;;;;;;;;;;;;
01-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
02-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
03-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
04-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
05-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
06-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
07-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
08-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
09-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
10-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
11-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
12-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
13-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
14-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
15-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
16-06-1981;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;;;;;;;;;;;;;;
17-06-1981;100,78;17141627,00;101,89;3125203,00;100,13;15704943,00;100,42;8861689,00;100,29;111416125,00;100,36;33909991,00;100,47;32447118,00;100,47;371617281,00;100,67;91582058,00;100,42;243472088,00;100,36;46994378,00;;;;;;;;;;;;;;;;;;;;;;
18-06-1981;100,87;17224013,00;101,90;3125499,00;100,19;15714621,00;100,48;8920863,00;100,37;111416125,00;100,47;34072970,00;100,55;32475443,00;100,54;375012364,00;100,75;92022221,00;100,51;259824118,00;100,44;47179106,00;;;;;;;;;;;;;;;;;;;;;;
19-06-1981;100,98;17660800,00;101,95;3130941,00;100,27;15726026,00;100,55;8988974,00;100,43;111416125,00;100,57;34937032,00;100,64;32504108,00;100,61;376085777,00;100,84;94355830,00;100,58;263188100,00;100,52;47312612,00;;;;;;;;;;;;;;;;;;;;;;
20-06-1981;100,98;17660800,00;101,95;3130941,00;100,27;15726026,00;100,55;8988974,00;100,43;111416125,00;100,57;34937032,00;100,64;32504108,00;100,61;376085777,00;100,84;94355830,00;100,58;263188100,00;100,52;47312612,00;;;;;;;;;;;;;;;;;;;;;;
21-06-1981;100,98;17660800,00;101,95;3130941,00;100,27;15726026,00;100,55;8988974,00;100,43;111416125,00;100,57;34937032,00;100,64;32504108,00;100,61;376085777,00;100,84;94355830,00;100,58;263188100,00;100,52;47312612,00;;;;;;;;;;;;;;;;;;;;;;
22-06-1981;101,24;17720412,00;102,15;3137621,00;100,47;15759706,00;100,76;9012343,00;100,63;111416125,00;100,89;35054958,00;100,91;32590889,00;100,81;376866915,00;101,08;94674316,00;100,81;266205760,00;100,76;47430348,00;;;;;;;;;;;;;;;;;;;;;;
23-06-1981;101,39;17768554,00;102,14;3175798,00;100,55;15774908,00;100,94;9037680,00;100,69;111416125,00;101,00;35150193,00;101,00;32261254,00;100,89;378123685,00;101,16;94931520,00;100,89;268025267,00;100,84;47495779,00;;;;;;;;;;;;;;;;;;;;;;
24-06-1981;101,47;17799084,00;102,31;3181093,00;100,63;15786322,00;101,03;9046518,00;100,76;111416125,00;101,10;35210588,00;101,10;32651515,00;100,98;378581162,00;101,24;95094633,00;100,96;268558922,00;100,95;47597355,00;;;;;;;;;;;;;;;;;;;;;;
25-06-1981;101,55;17907898,00;102,51;3187883,00;100,70;15797738,00;101,11;9057326,00;100,82;111416125,00;101,21;35425848,00;101,19;32682186,00;101,46;380667222,00;101,32;95675993,00;101,05;274275062,00;101,03;47674358,00;;;;;;;;;;;;;;;;;;;;;;
26-06-1981;101,64;17980248,00;102,59;3192103,00;100,77;15809181,00;101,23;9070935,00;100,73;111416125,00;101,31;35568972,00;101,29;32729889,00;101,59;381478766,00;101,40;96062535,00;101,17;276564218,00;101,24;47773616,00;;;;;;;;;;;;;;;;;;;;;;
27-06-1981;101,64;17980248,00;102,59;3192103,00;100,77;15809181,00;101,23;9070935,00;100,73;111416125,00;101,31;35568972,00;101,29;32729889,00;101,59;381478766,00;101,40;96062535,00;101,17;276564218,00;101,24;47773616,00;;;;;;;;;;;;;;;;;;;;;;
28-06-1981;101,64;17980248,00;102,59;3192103,00;100,77;15809181,00;101,23;9070935,00;100,73;111416125,00;101,31;35568972,00;101,29;32729889,00;101,59;381478766,00;101,40;96062535,00;101,17;276564218,00;101,24;47773616,00;;;;;;;;;;;;;;;;;;;;;;
29-06-1981;101,99;18038446,00;102,88;3200826,00;101,00;15844625,00;101,49;9094309,00;100,98;111416125,00;101,63;35684100,00;101,57;32847839,00;101,97;384406969,00;101,64;96373465,00;101,39;279268255,00;101,49;48020012,00;;;;;;;;;;;;;;;;;;;;;;
30-06-1981;102,15;18058766,00;103,01;3204904,00;101,11;15872023,00;101,54;8868303,00;101,05;114635467,00;101,73;35724297,00;101,69;32890061,00;102,05;384884093,00;101,72;96482027,00;101,47;279526985,00;101,58;48069785,00;;;;;;;;;;;;;;;;;;;;;;
01-07-1981;102,34;18091144,00;103,10;3211907,00;101,18;15883007,00;101,69;8880936,00;101,57;114635467,00;101,83;36122259,00;101,79;32919076,00;102,13;385332524,00;101,95;96746649,00;101,55;280066178,00;101,80;48173942,00;;;;;;;;;;;;;;;;;;;;;;
02-07-1981;102,43;18129239,00;103,19;3215118,00;101,30;15901475,00;101,77;8888647,00;101,64;114635467,00;101,94;36161639,00;101,87;32948268,00;102,21;385872633,00;102,03;96906273,00;101,63;280813378,00;101,88;48242109,00;;;;;;;;;;;;;;;;;;;;;;
03-07-1981;102,55;18152061,00;103,07;3211574,00;101,33;15905801,00;101,86;8896919,00;101,72;114635467,00;102,06;36260247,00;101,96;32979728,00;102,30;386493858,00;102,12;97062285,00;101,75;282285529,00;101,90;48257510,00;;;;;;;;;;;;;;;;;;;;;;
04-07-1981;102,55;18152061,00;103,07;3211574,00;101,33;15905801,00;101,86;8896919,00;101,72;114635467,00;102,06;36260247,00;101,96;32979728,00;102,30;386493858,00;102,12;97062285,00;101,75;282285529,00;101,90;48257510,00;;;;;;;;;;;;;;;;;;;;;;
05-07-1981;102,55;18152061,00;103,07;3211574,00;101,33;15905801,00;101,86;8896919,00;101,72;114635467,00;102,06;36260247,00;101,96;32979728,00;102,30;386493858,00;102,12;97062285,00;101,75;282285529,00;101,90;48257510,00;;;;;;;;;;;;;;;;;;;;;;
06-07-1981;102,83;18206138,00;103,37;3222712,00;101,56;15942181,00;102,13;8920297,00;101,92;114635467,00;102,42;36424543,00;102,24;33124549,00;102,51;387943099,00;102,35;97305442,00;101,80;282770640,00;102,12;48381593,00;;;;;;;;;;;;;;;;;;;;;;
07-07-1981;102,92;18228432,00;103,54;3238045,00;101,64;15954195,00;102,22;8933196,00;102,02;114635467,00;102,54;36578221,00;102,33;33209352,00;102,70;390216272,00;102,44;97565593,00;101,90;283308078,00;102,18;48606696,00;;;;;;;;;;;;;;;;;;;;;;
08-07-1981;103,02;18245682,00;103,65;3231547,00;101,67;15988313,00;102,31;8943129,00;102,13;114635467,00;102,67;36636831,00;102,43;33239749,00;102,78;390518235,00;102,41;97537357,00;101,96;283695824,00;102,19;48611227,00;;;;;;;;;;;;;;;;;;;;;;
09-07-1981;103,14;18267386,00;103,76;3234814,00;101,82;16011464,00;102,42;8964009,00;101,88;114635467,00;102,79;36728678,00;102,25;33181797,00;102,86;390834763,00;102,49;97619996,00;102,04;283910138,00;102,28;48660109,00;;;;;;;;;;;;;;;;;;;;;;
10-07-1981;103,25;18286221,00;103,86;3238129,00;101,96;16034545,00;102,52;8972404,00;101,96;114635467,00;102,92;36775129,00;102,34;33211956,00;103,68;393955411,00;102,56;97685849,00;102,26;284534205,00;102,32;48681519,00;;;;;;;;;;;;;;;;;;;;;;
11-07-1981;103,25;18286221,00;103,86;3238129,00;101,96;16034545,00;102,52;8972404,00;101,96;114635467,00;102,92;36775129,00;102,34;33211956,00;103,68;393955411,00;102,56;97685849,00;102,26;284534205,00;102,32;48681519,00;;;;;;;;;;;;;;;;;;;;;;
12-07-1981;103,25;18286221,00;103,86;3238129,00;101,96;16034545,00;102,52;8972404,00;101,96;114635467,00;102,92;36775129,00;102,34;33211956,00;103,68;393955411,00;102,56;97685849,00;102,26;284534205,00;102,32;48681519,00;;;;;;;;;;;;;;;;;;;;;;
13-07-1981;104,17;18450057,00;104,25;3250185,00;102,23;16075977,00;102,85;9002068,00;102,10;114635467,00;103,34;36960953,00;102,64;33311672,00;103,97;395031380,00;102,81;97924841,00;102,50;285192560,00;102,67;48847058,00;;;;;;;;;;;;;;;;;;;;;;
14-07-1981;104,42;18493533,00;104,43;3255836,00;102,27;16083274,00;103,06;9020548,00;102,22;114635467,00;103,51;37022170,00;102,93;33402708,00;104,08;395472972,00;102,85;97963976,00;102,64;285596931,00;102,84;48930722,00;;;;;;;;;;;;;;;;;;;;;;
15-07-1981;104,68;18539963,00;104,72;3265011,00;102,43;16107337,00;103,25;9038560,00;102,37;114635467,00;103,74;36106479,00;103,10;33458284,00;104,37;377786281,00;102,92;98022796,00;102,77;285957393,00;103,07;47565725,00;;;;;;;;;;;;;;;;;;;;;;
16-07-1981;105,79;18736080,00;104,95;3271989,00;102,61;16136446,00;103,42;9053329,00;102,52;114635467,00;103,99;37199326,00;103,37;33547956,00;104,57;378517732,00;103,10;98193784,00;103,05;286950705,00;103,39;47717419,00;;;;;;;;;;;;;;;;;;;;;;
17-07-1981;106,06;18783616,00;105,10;3276674,00;102,72;16154088,00;103,62;9071616,00;102,66;114635467,00;104,29;37306642,00;103,57;33742962,00;104,76;379211829,00;103,25;98344139,00;103,11;286893737,00;103,46;109128558,00;;;;;;;;;;;;;;;;;;;;;;
18-07-1981;106,06;18783616,00;105,10;3276674,00;102,72;16154088,00;103,62;9071616,00;102,66;114635467,00;104,29;37306642,00;103,57;33742962,00;104,76;379211829,00;103,25;98344139,00;103,11;286893737,00;103,46;109128558,00;;;;;;;;;;;;;;;;;;;;;;
19-07-1981;106,06;18783616,00;105,10;3276674,00;102,72;16154088,00;103,62;9071616,00;102,66;114635467,00;104,29;37306642,00;103,57;33742962,00;104,76;379211829,00;103,25;98344139,00;103,11;286893737,00;103,46;109128558,00;;;;;;;;;;;;;;;;;;;;;;
20-07-1981;106,41;43592329,00;105,74;6590740,00;102,89;35504250,00;103,89;23203030,00;102,87;262104067,00;104,97;96247600,00;104,17;72629932,00;105,05;865657016,00;103,52;197578614,00;103,33;475936380,00;103,76;109438018,00;;;;;;;;;;;;;;;;;;;;;;
21-07-1981;106,52;43640244,00;105,85;7983597,00;102,93;35517571,00;103,98;23223010,00;102,96;262051089,00;105,11;96384698,00;104,26;72695348,00;105,14;866363186,00;103,60;197739893,00;103,42;476414944,00;103,89;109574409,00;;;;;;;;;;;;;;;;;;;;;;
22-07-1981;106,60;43670596,00;105,95;8002258,00;103,05;35557767,00;104,06;23241590,00;103,08;262051089,00;105,20;96467227,00;104,36;72760368,00;105,23;866980362,00;103,68;197816170,00;103,51;568378836,00;103,98;109674246,00;;;;;;;;;;;;;;;;;;;;;;
23-07-1981;106,71;43718529,00;106,03;8008989,00;103,13;35585015,00;104,15;23262020,00;103,14;262051089,00;105,28;96547478,00;104,45;72825487,00;105,31;867688983,00;103,78;198010945,00;103,61;477480984,00;104,13;109828497,00;;;;;;;;;;;;;;;;;;;;;;
24-07-1981;106,83;43764699,00;106,09;8013145,00;103,21;35612045,00;104,14;23259560,00;103,21;262051089,00;105,44;96694206,00;104,55;72893339,00;105,40;868398743,00;103,70;197869721,00;103,66;477739407,00;104,22;109927932,00;;;;;;;;;;;;;;;;;;;;;;
25-07-1981;106,83;43764699,00;106,09;8013145,00;103,21;35612045,00;104,14;23259560,00;103,21;262051089,00;105,44;96694206,00;104,55;72893339,00;105,40;868398743,00;103,70;197869721,00;103,66;477739407,00;104,22;109927932,00;;;;;;;;;;;;;;;;;;;;;;
26-07-1981;106,83;43764699,00;106,09;8013145,00;103,21;35612045,00;104,14;23259560,00;103,21;262051089,00;105,44;96694206,00;104,55;72893339,00;105,40;868398743,00;103,70;197869721,00;103,66;477739407,00;104,22;109927932,00;;;;;;;;;;;;;;;;;;;;;;
27-07-1981;107,25;43932918,00;106,63;8054294,00;103,44;35693231,00;104,14;23321260,00;103,41;262061840,00;105,84;97061028,00;104,84;73097068,00;105,66;870537840,00;103,97;198374696,00;103,93;479241710,00;104,49;110214152,00;;;;;;;;;;;;;;;;;;;;;;
28-07-1981;107,37;43980480,00;106,75;8063140,00;103,52;35724687,00;104,47;23331900,00;103,41;262066747,00;105,88;97106319,00;104,94;73164980,00;105,74;871252883,00;104,31;199023400,00;104,01;479678403,00;104,58;110307667,00;;;;;;;;;;;;;;;;;;;;;;
29-07-1981;107,51;44038352,00;106,84;8069961,00;103,60;35754391,00;104,56;23352520,00;103,48;262066747,00;105,95;97170519,00;105,03;73233017,00;105,83;871968484,00;104,38;199173232,00;104,10;480169038,00;104,63;110358810,00;;;;;;;;;;;;;;;;;;;;;;
30-07-1981;107,55;46940226,00;106,94;8077016,00;103,72;35795765,00;104,74;23673900,00;103,55;262711919,00;106,15;98154396,00;105,13;73918609,00;105,91;880295514,00;104,59;217033856,00;104,20;671595963,00;104,78;111802600,00;;;;;;;;;;;;;;;;;;;;;;
31-07-1981;107,66;46987978,00;107,00;8183533,00;103,81;35855550,00;104,86;22881610,00;103,60;266716039,00;106,32;98311591,00;105,23;73985743,00;106,00;845592106,00;104,67;217196796,00;104,27;672038461,00;104,94;109061726,00;;;;;;;;;;;;;;;;;;;;;;
01-08-1981;107,66;46987978,00;107,00;8183533,00;103,81;35855550,00;104,86;22881610,00;103,60;266716039,00;106,32;98311591,00;105,23;73985743,00;106,00;845592106,00;104,67;217196796,00;104,27;672038461,00;104,94;109061726,00;;;;;;;;;;;;;;;;;;;;;;
02-08-1981;107,66;46987978,00;107,00;8183533,00;103,81;35855550,00;104,86;22881610,00;103,60;266716039,00;106,32;98311591,00;105,23;73985743,00;106,00;845592106,00;104,67;217196796,00;104,27;672038461,00;104,94;109061726,00;;;;;;;;;;;;;;;;;;;;;;
03-08-1981;107,99;47132666,00;107,28;8204977,00;104,04;35935576,00;105,17;22948558,00;103,82;266716039,00;106,59;98561253,00;105,53;74180204,00;106,28;847819519,00;104,91;217689015,00;104,50;673420118,00;105,24;109372018,00;;;;;;;;;;;;;;;;;;;;;;
04-08-1981;108,10;47181065,00;107,38;8212172,00;104,11;35961992,00;105,41;23001894,00;103,89;266716039,00;106,69;98653721,00;105,62;74243472,00;106,38;848564430,00;105,01;217894681,00;104,61;674092828,00;105,33;109467953,00;;;;;;;;;;;;;;;;;;;;;;
05-08-1981;108,22;47235145,00;107,47;8219304,00;104,20;35990811,00;105,51;23023797,00;104,02;266716039,00;106,88;98829409,00;105,72;74308783,00;106,47;849312243,00;105,09;218063152,00;104,70;674606575,00;105,42;109551756,00;;;;;;;;;;;;;;;;;;;;;;
06-08-1981;108,35;47291728,00;107,55;8225136,00;104,28;36018167,00;105,61;23044478,00;104,05;266716039,00;106,96;98903383,00;105,82;74374343,00;106,56;850059935,00;105,08;218052648,00;104,72;674713797,00;105,39;109524412,00;;;;;;;;;;;;;;;;;;;;;;
07-08-1981;108,49;47351087,00;107,64;8232441,00;104,35;36045259,00;105,72;23056130,00;104,13;266716039,00;107,10;99006178,00;105,92;74440240,00;106,66;850807628,00;105,16;218218336,00;104,77;683411953,00;105,46;109598615,00;;;;;;;;;;;;;;;;;;;;;;
08-08-1981;108,49;47351087,00;107,64;8232441,00;104,35;36045259,00;105,72;23056130,00;104,13;266716039,00;107,10;99006178,00;105,92;74440240,00;106,66;850807628,00;105,16;218218336,00;104,77;683411953,00;105,46;109598615,00;;;;;;;;;;;;;;;;;;;;;;
09-08-1981;108,49;47351087,00;107,64;8232441,00;104,35;36045259,00;105,72;23056130,00;104,13;266716039,00;107,10;99006178,00;105,92;74440240,00;106,66;850807628,00;105,16;218218336,00;104,77;683411953,00;105,46;109598615,00;;;;;;;;;;;;;;;;;;;;;;
10-08-1981;108,90;47710183,00;108,06;8264708,00;104,61;36134240,00;106,07;23256198,00;104,44;268172842,00;107,37;101664496,00;106,29;74978003,00;106,95;865591444,00;105,48;220890460,00;105,05;674126719,00;105,85;110536548,00;;;;;;;;;;;;;;;;;;;;;;
11-08-1981;109,06;47782488,00;108,28;8281314,00;104,70;36166610,00;106,18;23281568,00;104,56;268172842,00;107,35;101645556,00;106,42;75142528,00;107,04;866357458,00;105,63;221211678,00;105,16;674834778,00;105,99;110676449,00;;;;;;;;;;;;;;;;;;;;;;
12-08-1981;109,22;47996232,00;108,41;8291196,00;104,82;36206277,00;106,31;23310615,00;104,56;268172842,00;107,61;101891740,00;106,55;75238651,00;107,13;867123064,00;105,73;221434843,00;105,26;675412606,00;106,11;110804249,00;;;;;;;;;;;;;;;;;;;;;;
13-08-1981;109,38;48067093,00;108,56;8302823,00;104,93;36243980,00;106,50;23351379,00;104,65;268172842,00;107,93;102463409,00;106,70;75346085,00;107,25;868066475,00;105,87;221720390,00;105,28;675512858,00;106,47;111185258,00;;;;;;;;;;;;;;;;;;;;;;
14-08-1981;109,54;48140506,00;109,13;8346430,00;105,07;36291412,00;106,60;23374175,00;104,83;268172842,00;108,25;102767201,00;106,86;75454710,00;107,38;869144579,00;106,02;222034911,00;105,34;675837277,00;106,66;111376193,00;;;;;;;;;;;;;;;;;;;;;;
15-08-1981;109,54;48140506,00;109,13;8346430,00;105,07;36291412,00;106,60;23374175,00;104,83;268172842,00;108,25;102767201,00;106,86;75454710,00;107,38;869144579,00;106,02;222034911,00;105,34;675837277,00;106,66;111376193,00;;;;;;;;;;;;;;;;;;;;;;
16-08-1981;109,54;48140506,00;109,13;8346430,00;105,07;36291412,00;106,60;23374175,00;104,83;268172842,00;108,25;102767201,00;106,86;75454710,00;107,38;869144579,00;106,02;222034911,00;105,34;675837277,00;106,66;111376193,00;;;;;;;;;;;;;;;;;;;;;;
17-08-1981;110,00;48341290,00;109,63;8384576,00;105,78;36539779,00;107,04;23469028,00;105,24;268172842,00;108,76;103251370,00;107,38;75822337,00;107,80;872517646,00;106,47;222971014,00;105,60;677419931,00;107,13;111871828,00;;;;;;;;;;;;;;;;;;;;;;
18-08-1981;110,18;48420949,00;109,80;8397448,00;105,93;36588540,00;107,21;23506409,00;105,36;268172842,00;108,92;103403266,00;107,54;75934200,00;107,94;873613836,00;106,59;223238144,00;105,69;677921373,00;107,29;112039661,00;;;;;;;;;;;;;;;;;;;;;;
19-08-1981;110,34;48488414,00;110,13;8350899,00;106,44;36765737,00;107,36;23539513,00;105,54;268172842,00;109,07;103545669,00;107,70;76046193,00;108,06;874647132,00;106,73;223530004,00;105,77;679153356,00;107,44;112193778,00;;;;;;;;;;;;;;;;;;;;;;
20-08-1981;110,41;81965132,00;110,23;14254832,00;106,32;58753648,00;107,36;41860809,00;105,62;423632832,00;109,12;171001654,00;107,80;121670202,00;108,15;1405978772,00;106,77;332122785,00;106,08;975323638,00;107,49;179589955,00;;;;;;;;;;;;;;;;;;;;;;
21-08-1981;110,50;82032990,00;110,45;14283451,00;106,49;58851469,00;107,52;41920915,00;105,68;423632832,00;109,44;171503125,00;107,91;121796739,00;108,24;1407107868,00;106,88;332474323,00;106,16;976064590,00;107,59;179760501,00;;;;;;;;;;;;;;;;;;;;;;
22-08-1981;110,50;82032990,00;110,45;14283451,00;106,49;58851469,00;107,52;41920915,00;105,68;423632832,00;109,44;171503125,00;107,91;121796739,00;108,24;1407107868,00;106,88;332474323,00;106,16;976064590,00;107,59;179760501,00;;;;;;;;;;;;;;;;;;;;;;
23-08-1981;110,50;82032990,00;110,45;14283451,00;106,49;58851469,00;107,52;41920915,00;105,68;423632832,00;109,44;171503125,00;107,91;121796739,00;108,24;1407107868,00;106,88;332474323,00;106,16;976064590,00;107,59;179760501,00;;;;;;;;;;;;;;;;;;;;;;
24-08-1981;110,78;82236253,00;110,74;14440774,00;106,81;59043968,00;107,75;42011320,00;105,94;423633404,00;109,78;172388200,00;108,22;122140820,00;108,49;1410412374,00;107,15;333321679,00;106,40;978284382,00;107,87;180227874,00;;;;;;;;;;;;;;;;;;;;;;
25-08-1981;110,87;82304304,00;110,84;14453344,00;106,90;59089824,00;107,85;42050702,00;106,00;423852540,00;109,91;172757791,00;108,32;122254125,00;108,60;1411795189,00;107,25;333850934,00;106,51;979260983,00;107,97;180556771,00;;;;;;;;;;;;;;;;;;;;;;
26-08-1981;110,96;82372396,00;110,92;14464163,00;106,98;59136706,00;107,92;42075935,00;106,08;423852540,00;110,01;172914972,00;108,42;122367525,00;108,68;1412874239,00;107,33;334125012,00;106,60;980100767,00;108,05;180685774,00;;;;;;;;;;;;;;;;;;;;;;
27-08-1981;111,05;82440757,00;111,07;14483770,00;107,07;59187449,00;108,05;42126157,00;106,19;423852540,00;110,05;172977845,00;108,52;122480969,00;108,76;1413977085,00;107,44;334462870,00;106,71;981075631,00;108,18;180909260,00;;;;;;;;;;;;;;;;;;;;;;
28-08-1981;111,14;82509137,00;111,08;14484688,00;107,16;59235109,00;108,19;42182966,00;106,28;423852540,00;110,46;173622287,00;108,62;122593737,00;108,85;1415094617,00;107,61;334988249,00;106,81;1106527343,00;108,29;182106615,00;;;;;;;;;;;;;;;;;;;;;;
29-08-1981;111,14;82509137,00;111,08;14484688,00;107,16;59235109,00;108,19;42182966,00;106,28;423852540,00;110,46;173622287,00;108,62;122593737,00;108,85;1415094617,00;107,61;334988249,00;106,81;1106527343,00;108,29;182106615,00;;;;;;;;;;;;;;;;;;;;;;
30-08-1981;111,14;82509137,00;111,08;14484688,00;107,16;59235109,00;108,19;42182966,00;106,28;423852540,00;110,46;173622287,00;108,62;122593737,00;108,85;1415094617,00;107,61;334988249,00;106,81;1106527343,00;108,29;182106615,00;;;;;;;;;;;;;;;;;;;;;;
31-08-1981;111,37;84783864,00;111,37;14597092,00;107,41;59281338,00;108,35;41726782,00;106,51;433363542,00;110,69;172052364,00;108,92;120456303,00;109,10;1421241379,00;107,84;360748622,00;107,03;1108804850,00;108,55;178766569,00;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valores Confirmados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fecha;ALAMEDA;;CONCORDIA;;CUPRUM;;EL LIBERTADOR;;HABITAT;;INVIERTA;;MAGISTER;;PLANVITAL;;PROVIDA;;SAN CRISTOBAL;;SANTA MARIA;;SUMMA;;;;;;;;;;;;;;;;;;;;;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;;;;;;;;;;;;;;;;;;;;
01-09-1981;111,44;84842668,00;111,46;14608261,00;107,51;59333565,00;108,51;41789689,00;106,60;433363542,00;110,84;172285518,00;200,00;0,00;109,02;120567046,00;109,19;1422365725,00;107,93;361073748,00;107,12;1108275016,00;108,65;178930926,00;;;;;;;;;;;;;;;;;;;;
02-09-1981;111,52;84903343,00;111,55;14620851,00;107,65;59409788,00;108,71;41866748,00;106,69;433363542,00;110,93;172425411,00;200,00;0,00;109,12;120677791,00;109,27;1424605352,00;108,03;361384671,00;107,20;1110410815,00;108,79;179160678,00;;;;;;;;;;;;;;;;;;;;
03-09-1981;111,60;84962393,00;111,75;14646522,00;107,78;59485593,00;108,80;41900547,00;106,76;433363542,00;111,07;172643022,00;200,00;0,00;109,22;120789029,00;109,40;1426294632,00;108,11;361626009,00;107,29;1111245132,00;108,91;179364289,00;;;;;;;;;;;;;;;;;;;;
04-09-1981;111,67;85452088,00;111,84;14659127,00;107,86;59530171,00;108,92;41946276,00;106,92;433363542,00;111,15;172767371,00;200,00;0,00;109,32;120900441,00;109,49;1427404411,00;108,29;362223859,00;107,42;1112632405,00;109,02;179535107,00;;;;;;;;;;;;;;;;;;;;
