Valores Confirmados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fecha;ALAMEDA;;CONCORDIA;;CUPRUM;;EL LIBERTADOR;;HABITAT;;INVIERTA;;PLANVITAL;;PROVIDA;;SAN CRISTOBAL;;SANTA MARIA;;SUMMA;;;;;;;;;;;;;;;;;;;;;;;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;;;;;;;;;;;;;;;;;;;;;;
01-07-1998;7409,05;91301174536,00;8802,17;631048606006,00;7886,97;2314949992355,00;8530,40;79586298033,00;7339,51;2763352378585,00;13702,42;164477275634,00;7572,50;358008981524,00;7825,77;1283946181732,00;6990,85;3179475602815,00;6767,63;78823506247,00;7021,36;1695796368419,00;7686,14;1021424651539,00;;;;;;;;;;;;;;;;;;;;
02-07-1998;7414,50;91253134896,00;8804,91;631191347654,00;7891,61;2314480377843,00;8535,18;79627141823,00;7345,87;2764765154684,00;13718,48;164623751168,00;7575,71;358147336318,00;7831,64;1284726564950,00;6996,53;3181518670073,00;6772,38;78878888964,00;7026,69;1696866298820,00;7691,20;1021547487573,00;;;;;;;;;;;;;;;;;;;;
03-07-1998;7409,84;91156528992,00;8802,51;630935346225,00;7884,98;2312160506959,00;8528,90;79568823334,00;7341,64;2762763485126,00;13706,55;164478965998,00;7571,75;357340178251,00;7827,93;1282699182852,00;6991,16;3178805984601,00;6769,82;78844693377,00;7022,79;1694685169859,00;7686,38;1020502014951,00;;;;;;;;;;;;;;;;;;;;
04-07-1998;7409,84;91156528992,00;8802,51;630935346225,00;7884,98;2312160506959,00;8528,90;79568823334,00;7341,64;2762763485126,00;13706,55;164478965998,00;7571,75;357340178251,00;7827,93;1282699182852,00;6991,16;3178805984601,00;6769,82;78844693377,00;7022,79;1694685169859,00;7686,38;1020502014951,00;;;;;;;;;;;;;;;;;;;;
05-07-1998;7409,84;91156528992,00;8802,51;630935346225,00;7884,98;2312160506959,00;8528,90;79568823334,00;7341,64;2762763485126,00;13706,55;164478965998,00;7571,75;357340178251,00;7827,93;1282699182852,00;6991,16;3178805984601,00;6769,82;78844693377,00;7022,79;1694685169859,00;7686,38;1020502014951,00;;;;;;;;;;;;;;;;;;;;
06-07-1998;7399,29;90787551599,00;8781,63;628727185269,00;7872,18;2307664453605,00;8509,83;79385771854,00;7331,52;2758675885172,00;13677,22;164150734034,00;7560,19;356752825248,00;7816,78;1280793260004,00;6982,12;3174765377155,00;6758,04;78629032598,00;7013,72;1692420022906,00;7675,11;1018478949777,00;;;;;;;;;;;;;;;;;;;;
07-07-1998;7393,13;90711939082,00;8775,60;628294819176,00;7863,17;2304911485670,00;8510,94;79384302361,00;7327,69;2757012185071,00;13678,10;164153225928,00;7552,45;356358325722,00;7814,71;1280724671574,00;6975,06;3171396296054,00;6752,41;78574482755,00;7005,55;1690210397560,00;7667,87;1016695267370,00;;;;;;;;;;;;;;;;;;;;
08-07-1998;7394,39;90703782800,00;8775,77;628280887859,00;7865,43;2305209108643,00;8507,80;79350865906,00;7328,19;2754761280146,00;13675,25;164028636266,00;7552,82;356301252531,00;7815,75;1280536973782,00;6975,53;3171329538757,00;6751,05;78558620888,00;7006,41;1688479432047,00;7669,26;1016829556600,00;;;;;;;;;;;;;;;;;;;;
09-07-1998;7406,15;90843229361,00;8790,58;629392144566,00;7883,88;2310223883622,00;8528,19;79532605013,00;7343,19;2760720430965,00;13703,88;164323686515,00;7573,63;356755189144,00;7828,56;1282337118089,00;6991,13;3178144330557,00;6764,21;78709798011,00;7026,40;1693092165732,00;7687,90;1019046556090,00;;;;;;;;;;;;;;;;;;;;
10-07-1998;7413,82;90847873920,00;8826,85;631829555332,00;7898,24;2312923337036,00;8549,41;79727683481,00;7352,78;2764302668386,00;13728,65;164572992287,00;7580,44;357143102164,00;7821,05;1280944584464,00;7003,24;3180544443989,00;6767,37;78737762258,00;7039,68;1696275539009,00;7688,04;1017883996613,00;;;;;;;;;;;;;;;;;;;;
11-07-1998;7413,82;90847873920,00;8826,85;631829555332,00;7898,24;2312923337036,00;8549,41;79727683481,00;7352,78;2764302668386,00;13728,65;164572992287,00;7580,44;357143102164,00;7821,05;1280944584464,00;7003,24;3180544443989,00;6767,37;78737762258,00;7039,68;1696275539009,00;7688,04;1017883996613,00;;;;;;;;;;;;;;;;;;;;
12-07-1998;7413,82;90847873920,00;8826,85;631829555332,00;7898,24;2312923337036,00;8549,41;79727683481,00;7352,78;2764302668386,00;13728,65;164572992287,00;7580,44;357143102164,00;7821,05;1280944584464,00;7003,24;3180544443989,00;6767,37;78737762258,00;7039,68;1696275539009,00;7688,04;1017883996613,00;;;;;;;;;;;;;;;;;;;;
13-07-1998;7441,24;91162854723,00;8840,12;632799119908,00;7921,54;2319103678214,00;8554,43;79716195066,00;7377,48;2772988806977,00;13754,37;164686844781,00;7611,30;358580671949,00;7860,17;1286415395250,00;7020,76;3187494157659,00;6789,01;79092177022,00;7059,08;1700416047674,00;7721,88;1022135410702,00;;;;;;;;;;;;;;;;;;;;
14-07-1998;7431,90;91053656004,00;8834,07;632278708209,00;7910,35;2315743629600,00;8555,39;79731856009,00;7371,92;2770820858291,00;13753,27;164657138833,00;7602,55;358122598771,00;7850,68;1284700923242,00;7017,82;3185792754693,00;6785,62;79027762708,00;7055,05;1699683260897,00;7712,75;1020927408567,00;;;;;;;;;;;;;;;;;;;;
15-07-1998;7439,95;91151846498,00;8833,92;632272693609,00;7917,68;2317534357396,00;8554,95;79725765624,00;7377,73;2772759010912,00;13758,03;164770596964,00;7614,71;358658124473,00;7862,05;1286366519677,00;7024,89;3189998574237,00;6794,89;79135452382,00;7060,46;1701295975874,00;7727,06;1023612538248,00;;;;;;;;;;;;;;;;;;;;
16-07-1998;7452,45;91901770163,00;8855,50;634213236172,00;7933,92;2321905545575,00;8565,92;79830290849,00;7392,46;2779170779341,00;13776,95;165144452301,00;7626,04;359537740911,00;7876,73;1289239496403,00;7035,02;3200239312429,00;6802,85;79229653801,00;7073,10;1706001764560,00;7735,69;1024706509208,00;;;;;;;;;;;;;;;;;;;;
17-07-1998;7469,40;92019667786,00;8879,57;636378718419,00;7954,66;2328736871130,00;8577,92;79939938408,00;7408,78;2786583869798,00;13808,83;165514677319,00;7645,92;360378568839,00;7894,46;1291762682145,00;7051,38;3221425094745,00;6818,43;79410853751,00;7090,29;1712176104338,00;7754,18;1027054161200,00;;;;;;;;;;;;;;;;;;;;
18-07-1998;7469,40;92019667786,00;8879,57;636378718419,00;7954,66;2328736871130,00;8577,92;79939938408,00;7408,78;2786583869798,00;13808,83;165514677319,00;7645,92;360378568839,00;7894,46;1291762682145,00;7051,38;3221425094745,00;6818,43;79410853751,00;7090,29;1712176104338,00;7754,18;1027054161200,00;;;;;;;;;;;;;;;;;;;;
19-07-1998;7469,40;92019667786,00;8879,57;636378718419,00;7954,66;2328736871130,00;8577,92;79939938408,00;7408,78;2786583869798,00;13808,83;165514677319,00;7645,92;360378568839,00;7894,46;1291762682145,00;7051,38;3221425094745,00;6818,43;79410853751,00;7090,29;1712176104338,00;7754,18;1027054161200,00;;;;;;;;;;;;;;;;;;;;
20-07-1998;7484,28;92177016697,00;8899,55;637786960204,00;7967,22;2332337564470,00;8590,82;80053470693,00;7422,79;2791685580805,00;13844,03;165933602961,00;7658,32;360929612381,00;7904,26;1293285797057,00;7063,96;3228884351881,00;6831,29;79500326358,00;7104,48;1717952220506,00;7765,83;1028430952850,00;;;;;;;;;;;;;;;;;;;;
21-07-1998;7502,31;92399034595,00;8904,83;639112604236,00;7977,64;2336555205946,00;8601,63;80126529848,00;7438,56;2797310944693,00;13881,35;166449606808,00;7680,32;361947480914,00;7928,74;1301489109142,00;7081,85;3237128323123,00;6849,02;79703502402,00;7122,46;1723529090929,00;7790,66;1031642628696,00;;;;;;;;;;;;;;;;;;;;
22-07-1998;7528,12;92717036433,00;8946,56;642661044164,00;8011,16;2346501515606,00;8622,63;80378770205,00;7467,03;2814079735426,00;13926,42;167096120806,00;7704,25;363079371911,00;7954,25;1305631010450,00;7103,69;3247090325182,00;6869,82;79945594008,00;7146,56;1730489332944,00;7814,27;1034634993266,00;;;;;;;;;;;;;;;;;;;;
23-07-1998;7539,34;93131453596,00;8959,40;644393716607,00;8022,52;2350791237238,00;8625,59;80508621043,00;7477,25;2817745332109,00;13941,58;167349766879,00;7716,05;363689580306,00;7965,19;1307367280850,00;7114,63;3252796601259,00;6877,02;80029284062,00;7156,40;1733786538620,00;7828,24;1036479775525,00;;;;;;;;;;;;;;;;;;;;
24-07-1998;7538,67;93086951477,00;8960,32;644988245759,00;8021,06;2350820184602,00;8627,34;80568948826,00;7481,12;2822533889017,00;13945,43;167428711347,00;7715,98;363760031833,00;7965,03;1312011452608,00;7115,84;3251017011575,00;6880,83;80072097670,00;7157,65;1734100375439,00;7828,84;1036216691803,00;;;;;;;;;;;;;;;;;;;;
25-07-1998;7538,67;93086951477,00;8960,32;644988245759,00;8021,06;2350820184602,00;8627,34;80568948826,00;7481,12;2822533889017,00;13945,43;167428711347,00;7715,98;363760031833,00;7965,03;1312011452608,00;7115,84;3251017011575,00;6880,83;80072097670,00;7157,65;1734100375439,00;7828,84;1036216691803,00;;;;;;;;;;;;;;;;;;;;
26-07-1998;7538,67;93086951477,00;8960,32;644988245759,00;8021,06;2350820184602,00;8627,34;80568948826,00;7481,12;2822533889017,00;13945,43;167428711347,00;7715,98;363760031833,00;7965,03;1312011452608,00;7115,84;3251017011575,00;6880,83;80072097670,00;7157,65;1734100375439,00;7828,84;1036216691803,00;;;;;;;;;;;;;;;;;;;;
27-07-1998;7552,88;93285416419,00;8972,33;645975628612,00;8032,75;2355632111190,00;8640,86;80777134730,00;7492,45;2826474291479,00;13970,61;168016137914,00;7731,16;364982133461,00;7979,64;1314281089668,00;7127,85;3256245176764,00;6892,45;80206874354,00;7169,39;1737737462254,00;7843,47;1038134482211,00;;;;;;;;;;;;;;;;;;;;
28-07-1998;7552,45;93259737701,00;8966,60;645658726404,00;8033,65;2357997924290,00;8643,44;80798055993,00;7492,97;2828673866317,00;13980,31;168208953322,00;7736,60;365502464725,00;7983,63;1314881545753,00;7131,75;3258024486339,00;6898,60;80276480398,00;7171,93;1738112242021,00;7849,57;1039373800819,00;;;;;;;;;;;;;;;;;;;;
29-07-1998;7555,12;93296573970,00;8970,88;646038085192,00;8031,24;2360058796243,00;8646,74;80932730137,00;7495,85;2829920607452,00;13984,95;168321561541,00;7735,54;365903129137,00;7982,34;1314506179208,00;7135,35;3258773817454,00;6899,02;80279907849,00;7173,11;1739072597675,00;7848,60;1040399263664,00;;;;;;;;;;;;;;;;;;;;
30-07-1998;7558,97;91647908200,00;8978,12;629924436797,00;8035,39;2365638406987,00;8651,12;83052013116,00;7499,20;2879388068901,00;13981,60;166937227395,00;7737,05;364615739439,00;7983,31;1291982516089,00;7136,50;3254378597833,00;6900,59;76238021085,00;7174,50;1740359266955,00;7845,72;1048822222643,00;;;;;;;;;;;;;;;;;;;;
31-07-1998;7564,01;91637457820,00;8984,38;630380876908,00;8042,32;2371311940237,00;8653,58;82912737090,00;7504,38;2877723167327,00;13991,94;166995667514,00;7743,82;364847145406,00;7991,49;1291703219725,00;7142,45;3254941355821,00;6905,45;76706136033,00;7179,17;1741432996403,00;7855,18;1052262959316,00;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valores Confirmados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fecha;APORTA;;CUPRUM;;FOMENTA;;HABITAT;;MAGISTER;;PLANVITAL;;PROTECCION;;PROVIDA;;QUALITAS;;SANTA MARIA;;SUMMA BANSANDER;;;;;;;;;;;;;;;;;;;;;;;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;;;;;;;;;;;;;;;;;;;;;;
01-08-1998;7564,01;91637457820,00;8042,32;2371311940237,00;8653,58;82912737090,00;7504,38;2877723167327,00;13991,94;166995667514,00;7743,82;364847145406,00;7991,49;1291703219725,00;7142,45;3254941355821,00;6905,45;76706136033,00;7179,17;1741432996403,00;7855,18;1682643836224,00;;;;;;;;;;;;;;;;;;;;;;
02-08-1998;7564,01;91637457820,00;8042,32;2371311940237,00;8653,58;82912737090,00;7504,38;2877723167327,00;13991,94;166995667514,00;7743,82;364847145406,00;7991,49;1291703219725,00;7142,45;3254941355821,00;6905,45;76706136033,00;7179,17;1741432996403,00;7855,18;1682643836224,00;;;;;;;;;;;;;;;;;;;;;;
03-08-1998;7561,00;91588115326,00;8044,66;2371193273333,00;8650,41;82875674789,00;7508,12;2878630485247,00;13993,99;166959100973,00;7744,69;364702477926,00;7988,21;1288788691152,00;7142,87;3255033240221,00;6899,59;76641041432,00;7181,05;1739023107421,00;7853,00;1682177107274,00;;;;;;;;;;;;;;;;;;;;;;
04-08-1998;7558,07;91466639393,00;8039,94;2369253301162,00;8643,94;82822632820,00;7505,17;2876650249889,00;13993,30;166930840089,00;7741,62;364558286404,00;7984,12;1287258159100,00;7140,31;3253050811048,00;6894,86;76585969040,00;7179,27;1737918957793,00;7847,74;1681022746503,00;;;;;;;;;;;;;;;;;;;;;;
05-08-1998;7551,15;91076830200,00;8030,98;2365390729797,00;8640,24;82709908662,00;7498,16;2873763763446,00;13986,14;166693875763,00;7735,62;364192412297,00;7976,21;1285850883761,00;7136,80;3250997632027,00;6889,22;76522489141,00;7173,07;1735991700790,00;7839,89;1678175975025,00;;;;;;;;;;;;;;;;;;;;;;
06-08-1998;7540,19;90942681082,00;8015,96;2360478252816,00;8628,41;82633485167,00;7490,73;2870746466293,00;13958,01;166348873592,00;7723,61;363624359153,00;7963,86;1283512300679,00;7127,01;3246435329898,00;6878,85;76335739611,00;7161,62;1733155844625,00;7830,13;1676052745729,00;;;;;;;;;;;;;;;;;;;;;;
07-08-1998;7532,61;90854429962,00;8003,17;2353516427012,00;8620,94;82561146010,00;7480,68;2866584003464,00;13949,40;165962143844,00;7714,26;363147720650,00;7947,92;1280917436750,00;7122,05;3243575256096,00;6870,26;76240469671,00;7153,39;1731054150039,00;7820,17;1672456064839,00;;;;;;;;;;;;;;;;;;;;;;
08-08-1998;7532,61;90854429962,00;8003,17;2353516427012,00;8620,94;82561146010,00;7480,68;2866584003464,00;13949,40;165962143844,00;7714,26;363147720650,00;7947,92;1280917436750,00;7122,05;3243575256096,00;6870,26;76240469671,00;7153,39;1731054150039,00;7820,17;1672456064839,00;;;;;;;;;;;;;;;;;;;;;;
09-08-1998;7532,61;90854429962,00;8003,17;2353516427012,00;8620,94;82561146010,00;7480,68;2866584003464,00;13949,40;165962143844,00;7714,26;363147720650,00;7947,92;1280917436750,00;7122,05;3243575256096,00;6870,26;76240469671,00;7153,39;1731054150039,00;7820,17;1672456064839,00;;;;;;;;;;;;;;;;;;;;;;
10-08-1998;7531,17;90827903097,00;7998,98;2351212240268,00;8618,07;82440190580,00;7480,39;2864941387864,00;13930,44;165600590166,00;7709,81;362408799666,00;7941,71;1279795466468,00;7117,58;3241480249213,00;6869,01;76223977904,00;7148,62;1728129098798,00;7815,47;1670152031901,00;;;;;;;;;;;;;;;;;;;;;;
11-08-1998;7529,93;90813225508,00;7995,09;2348380906663,00;8614,93;82407064793,00;7476,84;2864096691684,00;13934,66;165413459578,00;7707,91;362320280717,00;7942,46;1279734647216,00;7116,69;3236448252217,00;6868,26;76224823685,00;7146,96;1727497898943,00;7813,09;1668485534733,00;;;;;;;;;;;;;;;;;;;;;;
12-08-1998;7510,91;90505938559,00;7970,30;2341078297473,00;8596,33;82213611442,00;7456,63;2855846334932,00;13902,71;165027185051,00;7692,90;361595180679,00;7925,28;1276314043611,00;7104,11;3230652904545,00;6853,45;76031670707,00;7131,45;1723648542912,00;7792,58;1663476256615,00;;;;;;;;;;;;;;;;;;;;;;
13-08-1998;7493,57;90304198143,00;7947,28;2334386577556,00;8579,04;82050625232,00;7437,35;2848297783969,00;13871,68;164472403551,00;7673,38;360717268062,00;7906,32;1273114916765,00;7090,33;3224545270845,00;6838,42;75871607745,00;7112,27;1718956593804,00;7773,02;1659500535529,00;;;;;;;;;;;;;;;;;;;;;;
14-08-1998;7476,10;90092307865,00;7920,63;2326371841253,00;8555,14;81763273318,00;7419,71;2841266381067,00;13829,46;163946042915,00;7651,75;359725105248,00;7886,11;1269685083080,00;7069,94;3214712971535,00;6817,18;75649597788,00;7091,28;1713967045857,00;7751,54;1655547578107,00;;;;;;;;;;;;;;;;;;;;;;
15-08-1998;7476,10;90092307865,00;7920,63;2326371841253,00;8555,14;81763273318,00;7419,71;2841266381067,00;13829,46;163946042915,00;7651,75;359725105248,00;7886,11;1269685083080,00;7069,94;3214712971535,00;6817,18;75649597788,00;7091,28;1713967045857,00;7751,54;1655547578107,00;;;;;;;;;;;;;;;;;;;;;;
16-08-1998;7476,10;90092307865,00;7920,63;2326371841253,00;8555,14;81763273318,00;7419,71;2841266381067,00;13829,46;163946042915,00;7651,75;359725105248,00;7886,11;1269685083080,00;7069,94;3214712971535,00;6817,18;75649597788,00;7091,28;1713967045857,00;7751,54;1655547578107,00;;;;;;;;;;;;;;;;;;;;;;
17-08-1998;7466,25;90154819608,00;7913,21;2324110414072,00;8552,41;81724466396,00;7412,26;2840261526055,00;13811,01;164023670899,00;7641,14;359753368030,00;7871,44;1267993820764,00;7062,66;3214612413512,00;6809,76;75581848199,00;7083,60;1714252386100,00;7740,17;1654671846584,00;;;;;;;;;;;;;;;;;;;;;;
18-08-1998;7448,48;89940206691,00;7893,36;2319543043792,00;8537,54;81520647409,00;7390,67;2831837404849,00;13783,40;163644757320,00;7625,52;359004408471,00;7852,74;1264832326602,00;7046,31;3208980597909,00;6797,81;75446886809,00;7068,37;1711381176513,00;7720,06;1650173943595,00;;;;;;;;;;;;;;;;;;;;;;
19-08-1998;7434,71;89969788010,00;7878,14;2314956360680,00;8519,63;81346739769,00;7382,04;2828375131859,00;13753,03;163363298889,00;7612,24;358362107497,00;7840,41;1262724657112,00;7035,17;3204395998948,00;6785,10;75305872749,00;7055,64;1709133339644,00;7706,08;1647944547938,00;;;;;;;;;;;;;;;;;;;;;;
20-08-1998;7420,08;89795152521,00;7855,07;2308056420026,00;8494,89;81007431791,00;7372,38;2829188677009,00;13724,88;163157425996,00;7588,59;357259313859,00;7823,69;1264629317551,00;7019,47;3200398003125,00;6770,83;75146498062,00;7040,63;1706961272450,00;7684,09;1644019532526,00;;;;;;;;;;;;;;;;;;;;;;
21-08-1998;7402,69;90016191144,00;7834,21;2302040243431,00;8479,33;80857901808,00;7350,14;2822725070230,00;13690,87;162841751574,00;7566,49;356204937095,00;7798,66;1260611730796,00;7002,95;3208710594412,00;6747,58;74880425215,00;7024,04;1703643715267,00;7663,60;1639502862711,00;;;;;;;;;;;;;;;;;;;;;;
22-08-1998;7402,69;90016191144,00;7834,21;2302040243431,00;8479,33;80857901808,00;7350,14;2822725070230,00;13690,87;162841751574,00;7566,49;356204937095,00;7798,66;1260611730796,00;7002,95;3208710594412,00;6747,58;74880425215,00;7024,04;1703643715267,00;7663,60;1639502862711,00;;;;;;;;;;;;;;;;;;;;;;
23-08-1998;7402,69;90016191144,00;7834,21;2302040243431,00;8479,33;80857901808,00;7350,14;2822725070230,00;13690,87;162841751574,00;7566,49;356204937095,00;7798,66;1260611730796,00;7002,95;3208710594412,00;6747,58;74880425215,00;7024,04;1703643715267,00;7663,60;1639502862711,00;;;;;;;;;;;;;;;;;;;;;;
24-08-1998;7373,16;89652961844,00;7798,60;2292044737253,00;8451,39;80589715178,00;7319,68;2810668892554,00;13639,80;162446798697,00;7539,37;354911824424,00;7765,09;1257482995274,00;6980,71;3196417292656,00;6722,31;74815322339,00;6998,73;1698046614834,00;7634,71;1633324990551,00;;;;;;;;;;;;;;;;;;;;;;
25-08-1998;7352,29;89435102256,00;7769,68;2283947709920,00;8431,79;80372422020,00;7296,99;2803399591433,00;13605,51;162048858268,00;7517,90;354048077938,00;7740,46;1253365338310,00;6964,57;3188959991107,00;6709,83;74674927429,00;6977,37;1693789307441,00;7612,67;1630205955565,00;;;;;;;;;;;;;;;;;;;;;;
26-08-1998;7328,87;89150340285,00;7752,23;2280775809613,00;8407,00;80158916305,00;7285,45;2798829408838,00;13546,35;161514022415,00;7504,81;353989295276,00;7731,45;1251829229840,00;6946,79;3180750235753,00;6698,16;74749740881,00;6958,88;1690057209865,00;7597,14;1627327136189,00;;;;;;;;;;;;;;;;;;;;;;
27-08-1998;7308,17;88898650721,00;7737,03;2278547956037,00;8382,82;79977903998,00;7267,90;2792386969012,00;13509,46;161192724227,00;7487,39;353868842023,00;7709,20;1248063939427,00;6932,88;3174101691258,00;6679,26;74560172761,00;6945,93;1687809687622,00;7578,51;1623615258594,00;;;;;;;;;;;;;;;;;;;;;;
28-08-1998;7263,58;88472788745,00;7678,63;2267882869565,00;8338,70;79474599548,00;7218,51;2784215266227,00;13465,43;160981581009,00;7444,10;352041069500,00;7661,51;1240995649487,00;6904,08;3162703075031,00;6643,63;74200078847,00;6908,29;1680503156862,00;7534,24;1616985515559,00;;;;;;;;;;;;;;;;;;;;;;
29-08-1998;7263,58;88472788745,00;7678,63;2267882869565,00;8338,70;79474599548,00;7218,51;2784215266227,00;13465,43;160981581009,00;7444,10;352041069500,00;7661,51;1240995649487,00;6904,08;3162703075031,00;6643,63;74200078847,00;6908,29;1680503156862,00;7534,24;1616985515559,00;;;;;;;;;;;;;;;;;;;;;;
30-08-1998;7263,58;88472788745,00;7678,63;2267882869565,00;8338,70;79474599548,00;7218,51;2784215266227,00;13465,43;160981581009,00;7444,10;352041069500,00;7661,51;1240995649487,00;6904,08;3162703075031,00;6643,63;74200078847,00;6908,29;1680503156862,00;7534,24;1616985515559,00;;;;;;;;;;;;;;;;;;;;;;
31-08-1998;7217,33;86419122125,00;7635,83;2257145947409,00;8297,20;80193226555,00;7186,38;2801441639725,00;13351,55;158364218034,00;7409,22;349711945722,00;7625,55;1226141432406,00;6870,15;3138383931391,00;6610,96;70628765467,00;6869,59;1677706929962,00;7491,81;1588361228279,00;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valores Confirmados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fecha;APORTA;;CUPRUM;;FOMENTA;;HABITAT;;MAGISTER;;PLANVITAL;;PROTECCION;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER;;;;;;;;;;;;;;;;;;;;;;;;;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;;;;;;;;;;;;;;;;;;;;;;;;
01-09-1998;7170,37;85884369910,00;7589,66;2243149980559,00;8251,38;79731907123,00;7142,46;2783206058240,00;13294,45;228013757310,00;7368,40;347785033515,00;7577,54;1217775224621,00;6832,87;3120453698906,00;6829,93;1667121594974,00;7447,14;1578649767329,00;;;;;;;;;;;;;;;;;;;;;;;;
02-09-1998;7133,43;85082915826,00;7544,83;2227184831015,00;8212,40;79349871258,00;7104,86;2767968911724,00;13226,80;226853460026,00;7333,48;345993263416,00;7532,01;1209702749346,00;6806,97;3107635368633,00;6797,88;1658672386143,00;7405,88;1569874967152,00;;;;;;;;;;;;;;;;;;;;;;;;
03-09-1998;7102,18;84666600151,00;7518,06;2218839420971,00;8187,88;79030337886,00;7081,75;2756747398962,00;13170,47;225828383240,00;7294,02;344328715897,00;7491,04;1203289992498,00;6777,37;3093863234141,00;6767,41;1649973056062,00;7371,47;1562809097718,00;;;;;;;;;;;;;;;;;;;;;;;;
04-09-1998;7083,76;84463360217,00;7505,29;2213187818802,00;8162,41;78782240380,00;7063,62;2749488360359,00;13125,28;225053583198,00;7278,83;343544570503,00;7475,04;1200548205180,00;6764,11;3084726104106,00;6752,88;1646048916970,00;7352,83;1557435448669,00;;;;;;;;;;;;;;;;;;;;;;;;
05-09-1998;7083,76;84463360217,00;7505,29;2213187818802,00;8162,41;78782240380,00;7063,62;2749488360359,00;13125,28;225053583198,00;7278,83;343544570503,00;7475,04;1200548205180,00;6764,11;3084726104106,00;6752,88;1646048916970,00;7352,83;1557435448669,00;;;;;;;;;;;;;;;;;;;;;;;;
06-09-1998;7083,76;84463360217,00;7505,29;2213187818802,00;8162,41;78782240380,00;7063,62;2749488360359,00;13125,28;225053583198,00;7278,83;343544570503,00;7475,04;1200548205180,00;6764,11;3084726104106,00;6752,88;1646048916970,00;7352,83;1557435448669,00;;;;;;;;;;;;;;;;;;;;;;;;
07-09-1998;7033,41;83779610585,00;7444,63;2194813413499,00;8125,92;78428383100,00;7022,70;2731674203427,00;13045,26;223452621978,00;7235,72;341476894938,00;7422,97;1191876365770,00;6726,91;3066865514143,00;6713,61;1636054021350,00;7305,56;1546419132777,00;;;;;;;;;;;;;;;;;;;;;;;;
08-09-1998;7004,40;83427350040,00;7419,90;2187475095509,00;8079,32;77990684388,00;6993,31;2719863357925,00;12994,08;222240776689,00;7218,25;340168662111,00;7408,35;1189286776541,00;6704,74;3056355189157,00;6687,35;1629528153883,00;7277,71;1540392660814,00;;;;;;;;;;;;;;;;;;;;;;;;
09-09-1998;6954,98;82796643091,00;7352,64;2165956174979,00;8021,19;77426070908,00;6946,56;2701303750786,00;12910,68;220599995535,00;7176,32;338203907994,00;7357,96;1180300967606,00;6660,18;3036072357523,00;6644,22;1618873889794,00;7226,44;1528525901033,00;;;;;;;;;;;;;;;;;;;;;;;;
10-09-1998;6907,86;82208352085,00;7291,06;2147462121659,00;7958,34;76762408076,00;6895,39;2681631808895,00;12813,94;218945255917,00;7127,81;335941918667,00;7310,18;1172562723806,00;6613,43;3014367758647,00;6598,21;1607536808709,00;7183,46;1518925530221,00;;;;;;;;;;;;;;;;;;;;;;;;
11-09-1998;6907,86;82208352085,00;7291,06;2147462121659,00;7958,34;76762408076,00;6895,39;2681631808895,00;12813,94;218945255917,00;7127,81;335941918667,00;7310,18;1172562723806,00;6613,43;3014367758647,00;6598,21;1607536808709,00;7183,46;1518925530221,00;;;;;;;;;;;;;;;;;;;;;;;;
12-09-1998;6907,86;82208352085,00;7291,06;2147462121659,00;7958,34;76762408076,00;6895,39;2681631808895,00;12813,94;218945255917,00;7127,81;335941918667,00;7310,18;1172562723806,00;6613,43;3014367758647,00;6598,21;1607536808709,00;7183,46;1518925530221,00;;;;;;;;;;;;;;;;;;;;;;;;
